formula,predicted_log_conductivity,predicted_conductivity
Li7Si2S6GeN3,-6.0213366,9.520581e-07
Li6P5Ge5,-6.022148,9.502806e-07
Li6Br4Ti5Zr6Si6,-6.022532,9.494411e-07
Li3GeBr,-6.0225835,9.4932847e-07
Li4Al2Ti7O2Cl3,-6.0257597,9.424109e-07
Li2O2Si4Zr3,-6.026037,9.418089e-07
LiS7O3Ti7,-6.0277753,9.3804726e-07
Li4Ge7Zr3La7Br2,-6.028721,9.360071e-07
Li2BrS6,-6.0293365,9.346813e-07
Li3N3Zr7Ge6,-6.030359,9.324836e-07
Li7OGeZr,-6.030754,9.3163527e-07
Li5Zr5P4O,-6.031711,9.2958453e-07
Li4Cl3Ti2Si7,-6.031805,9.2938353e-07
Li5Ti2S2Br6,-6.0319057,9.291682e-07
LiTi6Cl7ZrGe3,-6.0319247,9.291274e-07
Li5Zr4PBr,-6.0325217,9.278511e-07
Li5P4La2,-6.034268,9.2412796e-07
Li6Br3Zr7S5,-6.0350738,9.2241476e-07
Li4Ti5Zr7La4Ge3,-6.0355654,9.2137117e-07
LiTi7O3,-6.035566,9.2137014e-07
Li3Ge5Br5,-6.035654,9.21183e-07
Li6Si2PGe5,-6.037062,9.182011e-07
Li5Al4Ti6O4,-6.0370636,9.181981e-07
Li3Br6Ge4,-6.0373783,9.17533e-07
Li6Ti7FAl6Br,-6.0389667,9.1418343e-07
Li2N7PZr7,-6.039295,9.134921e-07
Li4NGe6Ti4Cl4,-6.0396805,9.126821e-07
Li7Ge4N7,-6.0407996,9.103332e-07
Li2Br2Zr2La,-6.0410924,9.097197e-07
Li3La4Ge5,-6.0424438,9.0689343e-07
Li2Zr5Ti7SiN7,-6.044574,9.0245635e-07
Li4La2Ti5FSi2,-6.047357,8.9669123e-07
Li4AlP5,-6.047441,8.96518e-07
Li2P2S3GeCl5,-6.047974,8.9541817e-07
Li4P6Zr7,-6.0484247,8.944896e-07
Li6TiZr4BrAl6,-6.0495625,8.9214933e-07
Li3Zr7S2Br3,-6.0497823,8.916979e-07
Li7O6Zr6Ge2P5,-6.05194,8.8727865e-07
Li3P3Cl,-6.053673,8.837455e-07
Li3P6BrTi4Ge,-6.05512,8.808055e-07
Li6Al2Cl7FP4,-6.055309,8.804226e-07
Li7Ge7La5,-6.055329,8.80382e-07
Li6P7OTi2,-6.0559,8.7922473e-07
Li7O3N3Si4Ti4,-6.056995,8.770111e-07
Li3AlClZr2N2,-6.057511,8.759698e-07
Li3Ge7La6N4,-6.059144,8.7268194e-07
Li2Br5Zr7,-6.0599356,8.710928e-07
Li6O4S7Cl2Ge6,-6.0603957,8.7017037e-07
LiZr5GeBr,-6.0611615,8.686373e-07
Li5NSi7Cl6Br2,-6.062764,8.6543776e-07
Li7F7La4O7Zr3,-6.063309,8.6435233e-07
Li5Si4Br5Ti2,-6.0649767,8.6103995e-07
Li3N2F3Ti3Ge2,-6.0650787,8.6083764e-07
Li6P4Si3La4,-6.0650864,8.608225e-07
Li2Al7Ge5Cl4La4,-6.065323,8.603539e-07
Li5SiGe7Cl4,-6.0653825,8.602358e-07
Li5Ti7P6,-6.06557,8.598647e-07
Li2LaTi3O4,-6.0662465,8.5852605e-07
LiBrZr2,-6.0690017,8.530968e-07
Li3Zr4P5,-6.069177,8.527522e-07
Li2Br5ClLa5,-6.0696087,8.5190527e-07
Li3La2Ge3,-6.0696545,8.518155e-07
Li5P7Zr5,-6.0697913,8.515471e-07
Li6SiAl2Zr4N6,-6.0699606,8.5121525e-07
Li4Zr6SP7Al2,-6.0704165,8.5032224e-07
Li6Si7Ti5N3,-6.070477,8.502037e-07
Li3F4Br4Ge7Zr7,-6.0706563,8.4985277e-07
Li2Zr2S3,-6.070751,8.496671e-07
Li4P3Ti5FZr7,-6.071012,8.4915695e-07
Li7Zr3N4Ge5Br,-6.0712714,8.486499e-07
Li6Ti7Cl2N7Zr5,-6.071869,8.474832e-07
Li5LaBr5Ti4Al3,-6.07286,8.455518e-07
LiCl3Zr4O,-6.073429,8.4444406e-07
Li6ZrP,-6.073431,8.4444036e-07
Li6La7Zr7P4,-6.073895,8.435387e-07
Li2Zr5O6S2P,-6.074345,8.4266486e-07
Li3Zr7S2Al3,-6.076676,8.3815456e-07
Li4Cl7Si6Br2,-6.0770583,8.3741685e-07
Li2Si5La7Ge2S4,-6.077535,8.3649786e-07
Li2F2P2Si7Zr7,-6.07792,8.35757e-07
Li2Ti3P,-6.0783715,8.348885e-07
Li7Si6Ge3ZrLa,-6.0793347,8.330389e-07
Li3S5Si7Ge3Ti6,-6.0794306,8.3285505e-07
Li3PZr6O2,-6.0799975,8.317685e-07
LiZr7Si7Ti7P5,-6.0800114,8.31742e-07
LiS2Br2Ti2,-6.0809264,8.299914e-07
Li5O3La2,-6.08143,8.290296e-07
Li2Si2Br,-6.0816193,8.286683e-07
Li7Si3Ge7Br5,-6.0821548,8.2764717e-07
Li6Cl2PZr5N,-6.0847917,8.2263716e-07
Li5Ti4O6P4Si6,-6.085061,8.2212705e-07
Li5P4O6La3Cl6,-6.085118,8.220196e-07
Li5Zr3LaAl7,-6.085687,8.209427e-07
Li2LaP4Ti5,-6.086523,8.193641e-07
Li3Ti7Cl4BrAl2,-6.086955,8.1854944e-07
Li6N3Al6Br7Zr5,-6.0891194,8.1448025e-07
Li4S7Br5Ti7,-6.0891423,8.144373e-07
LiN4O3Cl3Zr5,-6.089354,8.140404e-07
Li4Ge5Cl,-6.089402,8.139501e-07
Li5Br6Cl3Al2,-6.089955,8.12915e-07
Li7Ge7S2Cl5,-6.090777,8.1137773e-07
Li5ZrCl4,-6.0910096,8.109431e-07
Li5P5Zr4Si,-6.091338,8.103299e-07
LiGe7Cl2Br6Zr5,-6.0915256,8.099803e-07
Li7F2Si7P4Ge,-6.091537,8.099589e-07
Li4Zr2La7PGe7,-6.0918283,8.094158e-07
Li7Br6La3,-6.0918374,8.0939884e-07
Li7F3Ti6Ge7,-6.0923243,8.08492e-07
Li4S5Br4Al5,-6.0923843,8.083802e-07
Li7O3NBr,-6.0928564,8.07502e-07
Li6S2P2Br3Ti6,-6.093607,8.0610766e-07
Li6Cl7Si7,-6.094291,8.048386e-07
Li5ClBr7Si2,-6.094473,8.0450195e-07
Li7Ti6PAl3,-6.094552,8.0435535e-07
Li7Ti7Si7F2,-6.0956283,8.023646e-07
Li2N3La,-6.0958667,8.019242e-07
Li2GeS2,-6.0970654,7.9971375e-07
Li6S7Zr7Br,-6.0972257,7.994188e-07
Li6S7BrZr7,-6.0972257,7.994188e-07
Li3Ge7O6Br2La5,-6.098276,7.974875e-07
LiZr2Br2La6,-6.0994377,7.953573e-07
Li6Si5Zr2ClLa6,-6.099859,7.9458573e-07
Li7Al3Zr5Ge5La5,-6.1005335,7.933531e-07
Li4Ti6Ge3P7,-6.1023903,7.899684e-07
Li6AlLaTi5O,-6.1028843,7.890703e-07
Li6O5Si5Br5Ti3,-6.1028934,7.8905384e-07
Li3Ge2ZrLa7Cl5,-6.1029377,7.889733e-07
Li5Br2Ge4Cl2N,-6.103328,7.882641e-07
Li4Zr7SiS4Cl4,-6.103747,7.8750463e-07
Li2SPSi,-6.104429,7.8626914e-07
LiZrBr2Al2,-6.10697,7.816821e-07
Li7Si5P7Br4,-6.108905,7.7820704e-07
Li3Zr6Ti4P2,-6.108948,7.781293e-07
Li6N7Zr4O2,-6.109884,7.7645484e-07
Li4Zr6Br3Al4,-6.110062,7.7613606e-07
Li7F7La6Cl5Si6,-6.110337,7.756454e-07
Li2Si3N2Ti3,-6.1109676,7.745195e-07
Li6Al2Zr6O3N6,-6.111308,7.739126e-07
LiLa3AlP3Br,-6.1113477,7.7384203e-07
Li4La2Ge3Zr6,-6.1116166,7.73363e-07
Li5Al7Br6Zr5,-6.111697,7.732195e-07
Li5Br2Cl5Zr5S,-6.112269,7.7220227e-07
Li4O3Ge4Zr2La4,-6.112278,7.721862e-07
Li7Ge5La4,-6.112508,7.717776e-07
Li5La2O5Zr7,-6.1139507,7.692177e-07
Li6La4SiGe5,-6.1149163,7.6750933e-07
Li5Br4Al5Cl4N2,-6.114952,7.674461e-07
Li7N6Cl7S3Zr6,-6.115517,7.664483e-07
Li3Zr7Ge3N3Ti5,-6.117584,7.6280895e-07
Li3Si6Ti6O7Zr2,-6.1175933,7.6279304e-07
Li3Ge6Zr3N6Br7,-6.117655,7.62685e-07
Li4Ge6Zr5S3,-6.11878,7.607113e-07
Li4Zr6P7,-6.1206303,7.574775e-07
LiN4Si2Zr3,-6.1207466,7.572746e-07
LiLa7S2Ge3,-6.12152,7.5592715e-07
Li6O4Zr5P5Br6,-6.1251783,7.495863e-07
Li5Ge5Br3La6N2,-6.125473,7.490779e-07
Li3Ge4P7Ti6,-6.1255255,7.489874e-07
Li4S6Ge3,-6.1256094,7.488427e-07
Li7Cl5S3La5Ti7,-6.1271157,7.462499e-07
Li6La3Ge4N2,-6.1287537,7.434407e-07
Li3Br3Al5O3P2,-6.1288905,7.432065e-07
Li7Al2Si6Zr7S6,-6.1291723,7.4272435e-07
Li3Zr4Si6S7,-6.129716,7.417953e-07
Li2P2Cl5,-6.129934,7.414232e-07
Li7La3O6,-6.1308775,7.398139e-07
LiSi3Zr3La2Ti2,-6.1311226,7.393965e-07
Li4P6Al3N2,-6.1313705,7.389745e-07
Li6LaTi3Al7,-6.131618,7.385535e-07
Li5Cl5S2N2Zr4,-6.1321845,7.375908e-07
Li4Br7O4La2Al3,-6.1329994,7.362081e-07
Li5Ge2N4La4Zr3,-6.133334,7.3564087e-07
Li5S4Ti7Ge3La4,-6.133927,7.346376e-07
LiN3Ti4Br4,-6.133969,7.345666e-07
Li5S7Zr5,-6.1340938,7.343553e-07
Li3Al3Cl7Br3,-6.1343575,7.339096e-07
Li6Ge4Br7Zr7,-6.134466,7.3372587e-07
Li7Ge7La3,-6.1346555,7.334061e-07
Li5S6Br5,-6.1347704,7.3321206e-07
Li6OS6,-6.134958,7.328958e-07
Li6FGe6N2Br6,-6.135613,7.31791e-07
Li5La3Al6F7,-6.1373367,7.2889213e-07
Li3Ti7N3S,-6.1375256,7.285753e-07
Li5Ti5S3P7,-6.137573,7.284961e-07
Li2N6Ti5,-6.1377006,7.2828175e-07
Li3Ge6F4Zr7Br6,-6.1378245,7.280739e-07
Li3Ti5Ge2SCl2,-6.1380196,7.27747e-07
LiTi4Zr4P2,-6.138573,7.2681996e-07
Li6Si5Cl6,-6.1388764,7.263126e-07
Li7Si4P2Cl2,-6.139164,7.2583185e-07
Li7N3GeSi3Br2,-6.139397,7.2544225e-07
Li5S5O2Br5,-6.1394706,7.2531964e-07
Li7S4FZr4,-6.139558,7.251739e-07
Li3GeS4AlTi3,-6.139729,7.2488814e-07
Li4Ge6Zr7Si5F6,-6.1397367,7.2487535e-07
Li4Ti5ClS4,-6.141148,7.225234e-07
Li2LaZr5,-6.1415052,7.2192944e-07
Li4Ti3Br4La3Zr4,-6.1430187,7.19418e-07
Li5TiZr6Br3S7,-6.143289,7.189702e-07
Li7Si7Br3,-6.143858,7.1802907e-07
Li2O4Ti3PSi7,-6.143902,7.179566e-07
Li7SiO3,-6.144634,7.167476e-07
Li4Ge5O2Cl2Br2,-6.1453247,7.1560817e-07
Li2Zr6Ge7N6,-6.145594,7.151644e-07
Li6P3N6La4,-6.1459174,7.146322e-07
Li7N5O3Zr7Br4,-6.1475873,7.118897e-07
Li7La5Cl6Zr6,-6.1488853,7.097653e-07
Li4Ti5P7,-6.1494083,7.0891093e-07
Li3S3Si3Br,-6.1494985,7.087638e-07
LiTi4Si4Ge7La4,-6.149519,7.0873034e-07
Li7Ge7Ti4Si3Br,-6.149769,7.083227e-07
Li3Zr5La5Si7,-6.1498265,7.0822864e-07
Li6Ge5Zr7S4Al6,-6.1505494,7.0705073e-07
Li3Cl3La3Ge2Al7,-6.150756,7.067147e-07
Li2S2Zr2La,-6.1528306,7.033466e-07
Li2Ge5Br5P2,-6.1533775,7.024614e-07
Li7S7Ge6Cl2Al,-6.153549,7.021838e-07
Li2Ge6N6Zr5,-6.1535964,7.0210746e-07
Li6Ti6OAl4Ge2,-6.1541314,7.012431e-07
Li6P7Cl5La6Si6,-6.154991,6.9985623e-07
Li5FGe2Si2S5,-6.155863,6.98453e-07
Li5S4NTi3,-6.1562223,6.97875e-07
LiZr5P4,-6.15687,6.9683523e-07
Li2Si3Br,-6.157104,6.9645967e-07
Li2BrSi3,-6.157104,6.9645967e-07
LiSi4Ge5Ti7Br,-6.159674,6.923502e-07
Li3Zr5ClN6,-6.1597424,6.9224154e-07
Li7F2ClP3,-6.1622934,6.881872e-07
Li2Br3La2,-6.1642995,6.8501566e-07
Li7P6Al4,-6.165066,6.838081e-07
Li2Br6P4Zr3F4,-6.1652045,6.8358963e-07
LiCl3Ge5Zr2La7,-6.165371,6.8332776e-07
LiO7P3Ti5,-6.1660523,6.822565e-07
Li4Ti5La7Si7Br4,-6.1671495,6.80535e-07
Li5Al6La7P3Ti5,-6.167971,6.792488e-07
Li3P4Ti2,-6.1689253,6.777581e-07
Li7N4PTi,-6.169081,6.775148e-07
LiPTi,-6.1691885,6.7734743e-07
Li2AlBr,-6.1705303,6.752579e-07
Li2Ti6Br4S3Si,-6.172983,6.7145487e-07
Li4S2Br5Si2,-6.1740932,6.697408e-07
Li5S7BrAl3Ti2,-6.1744003,6.692674e-07
Li3Br2ClZr2O,-6.1746197,6.689295e-07
Li5Br4Zr4O6S4,-6.1755586,6.6748487e-07
Li6Al3Ti5S7,-6.1760135,6.667861e-07
Li6Cl3La2Ti5Br,-6.1767073,6.657217e-07
LiTi5Si7La4Zr5,-6.176832,6.6553025e-07
Li4P4La5Al6Ge,-6.1772785,6.6484665e-07
Li4Cl7Ge5,-6.177818,6.6402157e-07
Li2Ge7Cl4La2Si5,-6.1781883,6.634553e-07
Li7FTi6P3,-6.178462,6.630373e-07
Li2P4BrSiCl5,-6.178547,6.629077e-07
Li4Ge7Br7,-6.180092,6.605537e-07
LiLa4S2Ge2Zr,-6.180707,6.596188e-07
Li3S4Cl4PBr,-6.180836,6.5942254e-07
Li3BrS3,-6.181075,6.5905994e-07
Li3Br7Si2,-6.1812134,6.588501e-07
Li5Zr6P7N3O4,-6.181429,6.585232e-07
LiPZr,-6.1815085,6.584025e-07
Li3P3Ti2,-6.181822,6.579277e-07
Li7La6S7P4,-6.182229,6.573111e-07
Li4Si4F3Zr7N,-6.1832323,6.557944e-07
Li5Cl6N4Ti6,-6.1854753,6.524161e-07
Li4Br4ZrTi2Al6,-6.187509,6.493681e-07
LiLaS6Cl4,-6.1878867,6.488037e-07
Li4Ge3OCl5,-6.1880527,6.485558e-07
Li4Ge4P,-6.1880717,6.485273e-07
LiZr4N2Ge5P3,-6.1882563,6.482518e-07
Li6Ge5Ti2Cl,-6.188418,6.4801054e-07
Li6F3Ti5N7La3,-6.189527,6.4635776e-07
Li7N5Ti7GeAl7,-6.189538,6.4634145e-07
Li7GeP4FSi7,-6.1898155,6.4592854e-07
Li2NAl3Zr2,-6.1900325,6.4560595e-07
Li6Br3La6GeN7,-6.190749,6.4454144e-07
Li7Cl7Br,-6.192033,6.426392e-07
Li4Al4Br7Zr7,-6.1924696,6.4199315e-07
Li2SP4Zr3,-6.1926947,6.4166056e-07
Li5FCl7,-6.193198,6.40917e-07
Li4ClP4Al3,-6.1934705,6.4051534e-07
Li2S3N3P3Br3,-6.1940565,6.396516e-07
Li7Ti6Cl6Br2S2,-6.1940737,6.396263e-07
Li3N5Al6Ti7,-6.194195,6.3944793e-07
LiO4S6N4Zr5,-6.195273,6.378625e-07
Li4S2Cl7,-6.196225,6.364655e-07
Li6SiS6La2Ti6,-6.1964345,6.3615875e-07
Li6Br3Si7,-6.196495,6.3607007e-07
Li6O3Ti3P7Al5,-6.1974826,6.3462534e-07
Li2Ge3Br6Si,-6.197754,6.3422897e-07
Li3Ge6Zr3Ti,-6.1980257,6.338322e-07
Li6O4S2Ge3,-6.19892,6.3252867e-07
Li3Br6Ge5,-6.2003603,6.304341e-07
Li6La3Ti7N7O2,-6.200927,6.296123e-07
Li7BrAl2Zr2S7,-6.2021976,6.2777275e-07
Li3Cl2Zr2S4Ti2,-6.2024407,6.274213e-07
Li7O6Si7Zr6,-6.2026396,6.271341e-07
Li7PGeZr7Ti3,-6.2042828,6.247658e-07
Li2Cl5Ti4Al7Br7,-6.204379,6.2462726e-07
Li7Br6Si4,-6.2055693,6.229178e-07
Li7Cl2La3S6P,-6.205791,6.225998e-07
Li7Ge6SZr7,-6.2062235,6.219801e-07
Li5Zr7La7N7Cl6,-6.2075706,6.200539e-07
LiS5Zr6,-6.20805,6.193701e-07
Li3F2Ti5Zr3P,-6.20863,6.18543e-07
Li2Zr3Ge5,-6.2098494,6.168089e-07
Li2Ti6Zr3Ge4Br2,-6.2105556,6.1580675e-07
Li6ZrTi3SiS4,-6.2121186,6.135944e-07
Li7Si5Ge5N5P6,-6.21271,6.1275955e-07
Li7Br5NGeZr7,-6.213704,6.113584e-07
Li2Si3Cl,-6.213853,6.11149e-07
Li5Zr5F7Si4,-6.2139544,6.110061e-07
Li3S6N5Zr5,-6.2169523,6.068029e-07
Li7Cl2La2,-6.217023,6.0670436e-07
Li7Ti4Cl2Al4,-6.217747,6.0569334e-07
Li3Al7S6Ti7,-6.218099,6.0520273e-07
LiP3Zr4Ge7,-6.218288,6.0493966e-07
Li3S3Ge,-6.2183595,6.0484e-07
LiGeO7N7Ti2,-6.2192955,6.0353784e-07
Li7Cl6Zr2S,-6.2195077,6.03243e-07
Li7GeF2,-6.2198305,6.027948e-07
Li6P7Cl6F5La3,-6.2226377,5.989111e-07
Li4Br5S5,-6.223644,5.975252e-07
Li7FCl4Si7Ti,-6.224284,5.966448e-07
Li5Ge2S3,-6.2243156,5.966015e-07
Li7Ge7O3Zr7Si2,-6.2251887,5.954033e-07
Li5La2N4,-6.225546,5.949139e-07
Li4Ge7F4Zr7,-6.225704,5.946971e-07
Li5S3Ti6Si6,-6.2258806,5.944555e-07
Li3Ti7Br4N6,-6.2268624,5.9311316e-07
Li7O7Ti6Cl5S3,-6.227278,5.925456e-07
Li7GeO3Si6,-6.228793,5.904823e-07
Li3Br7Al5Cl5S6,-6.2296968,5.8925497e-07
Li3Ti6Al4La6Si4,-6.2297115,5.892349e-07
Li5Zr6La3S3,-6.2304864,5.8818455e-07
Li5P7O6N3Zr6,-6.2305045,5.8816e-07
Li7N3Zr7Br5La2,-6.2308054,5.8775265e-07
Li4Zr6La7Br6,-6.2310467,5.874262e-07
Li2Ti7Al7S5,-6.2311583,5.8727534e-07
Li5P3SLa2,-6.232147,5.859395e-07
Li3Zr3La4N4Ti3,-6.233398,5.8425445e-07
Li3Si7ZrTi5S5,-6.233677,5.8387934e-07
Li7N3La6Ti3Ge5,-6.2357645,5.810794e-07
Li2P3Ti2,-6.236733,5.797851e-07
Li3Ti7La4Si4,-6.2370143,5.7940963e-07
Li7La3SBr3,-6.238594,5.7730585e-07
LiZr3Ge3,-6.238896,5.7690477e-07
Li3OBr4,-6.2393374,5.763185e-07
Li4P7Ti5Si3,-6.23964,5.7591683e-07
Li3Zr2Si3S2La3,-6.2406435,5.7458794e-07
Li4Zr3P6,-6.2411265,5.739492e-07
Li6La4Ti7Zr7,-6.241621,5.732961e-07
Li3Zr3La2Ti4,-6.241621,5.732961e-07
Li6Si4P2La,-6.2418113,5.73045e-07
Li6Si3Zr5Br3Ti3,-6.242582,5.7202914e-07
Li5Cl4TiBrLa3,-6.2430253,5.7144536e-07
Li7O4Ge2Al3S4,-6.2431283,5.7130984e-07
Li7TiS4F4,-6.243345,5.710251e-07
Li3Br5Zr5Al2,-6.243418,5.709286e-07
LiBr6Ti4O7Ge4,-6.2435207,5.707938e-07
Li4La6Al6F7Ge3,-6.2436466,5.706284e-07
Li4Si3ClGe4Br7,-6.2438145,5.704079e-07
LiTiN5Br,-6.2440143,5.701456e-07
Li2Cl3Ti4NS2,-6.244154,5.6996214e-07
Li5O2S2,-6.244354,5.6970003e-07
Li6Si6FZr7,-6.244689,5.6926046e-07
Li6Ge3LaP4Al4,-6.245434,5.68285e-07
Li2Zr5Ge2,-6.2468543,5.6642926e-07
Li2Ge2Zr5,-6.2468543,5.6642926e-07
LiS4Ge6Zr6,-6.2469068,5.663609e-07
Li6Br3SiZr,-6.2472053,5.6597173e-07
Li4ZrGe,-6.247278,5.658767e-07
Li6S6ZrF4,-6.247847,5.651359e-07
Li3O5Al2Br4Ti5,-6.247876,5.650981e-07
Li4Zr7Si7BrF7,-6.2478886,5.6508196e-07
Li3Si6Ti7O2,-6.2503304,5.619136e-07
Li7Br3S6,-6.2514696,5.604416e-07
Li7S6Br3,-6.2514696,5.604416e-07
Li7La3O7P3,-6.251637,5.602257e-07
Li4S6TiGe3,-6.2518616,5.5993604e-07
Li5S5Al7Ti5Ge2,-6.251865,5.599317e-07
Li3Al4Br4Ti7,-6.2518764,5.59917e-07
Li3GeLa,-6.2535176,5.57805e-07
Li7BrCl2Ti7La3,-6.253854,5.5737337e-07
Li3LaGe3P5Al6,-6.253897,5.5731766e-07
Li7Zr5N7S2Br4,-6.253944,5.572577e-07
Li7ZrFN3,-6.2541957,5.5693476e-07
Li5OBr,-6.2551713,5.5568506e-07
Li5Cl4Si6,-6.255268,5.555612e-07
Li7Br5Zr6Cl6,-6.2553806,5.554173e-07
Li6P5La2Al4S7,-6.2562423,5.543164e-07
Li6Zr5S3Si4,-6.256511,5.539732e-07
LiTi5F3Ge6,-6.2567444,5.536759e-07
Li6Ge7Ti5F3Si7,-6.25733,5.5292986e-07
Li6Al2P6F3Ge4,-6.2588744,5.50967e-07
Li7Si7Ti7Al6F5,-6.258876,5.509652e-07
Li4N2Zr7O,-6.259476,5.502041e-07
Li7S7Ti2Si7P7,-6.2604866,5.4892547e-07
Li6Br5Ti5Ge5La6,-6.261543,5.4759215e-07
Li2Al4N3Zr6,-6.2615647,5.4756447e-07
Li5BrZr5N3,-6.26172,5.4736853e-07
Li6Zr6O2S6N3,-6.2622175,5.4674206e-07
Li6S4N2O,-6.262275,5.466694e-07
Li7Si2Cl6Zr6,-6.2627873,5.4602515e-07
LiS3Ti,-6.2628756,5.4591425e-07
Li4La3Ti7Zr5,-6.2634025,5.4525236e-07
Li7Ti2Zr7Si7F3,-6.2642193,5.442278e-07
Li6FAl5S2Ti2,-6.265443,5.426967e-07
Li6P5Al3,-6.266345,5.4157044e-07
LiSi4Cl2Br7S3,-6.267265,5.4042465e-07
Li5N5Ti4Br,-6.2686954,5.386475e-07
Li7Ge7Cl5,-6.2691383,5.3809833e-07
Li3Ti3FSi3Al3,-6.2691913,5.380328e-07
Li6S5Cl6N6,-6.269788,5.372943e-07
LiZr2N,-6.2703896,5.365503e-07
Li4S6Br3O3,-6.2709413,5.3586916e-07
Li6La2SiGe7,-6.2710195,5.3577264e-07
Li2TiP4,-6.272343,5.3414215e-07
Li5P3F,-6.2728786,5.3348396e-07
LiCl2Ge3Br4,-6.2733517,5.329032e-07
Li6O2Br4Si5La6,-6.27609,5.295535e-07
Li2N7Ti7Si4,-6.277424,5.279297e-07
Li2BrN,-6.277633,5.2767535e-07
Li4Si7P3Al7Zr4,-6.27766,5.276429e-07
Li6Cl5Br7Zr4,-6.277942,5.273001e-07
LiTiClZr3,-6.27939,5.2554526e-07
LiAlCl2,-6.279962,5.248533e-07
Li5AlGe5Br3,-6.2822924,5.220446e-07
Li6S5Ti6O7,-6.282674,5.215863e-07
Li4Ge2Al5Zr2Br3,-6.2834935,5.206028e-07
Li7Ge4N,-6.284395,5.19523e-07
Li7NGe4,-6.284395,5.19523e-07
LiSiZr,-6.28551,5.181911e-07
Li7Zr5Ge3Ti5Si5,-6.285911,5.177128e-07
Li5Cl7Ti7OGe,-6.2875013,5.158206e-07
Li7Si3Ti6N7,-6.2878327,5.1542713e-07
Li6P3F2,-6.2880545,5.1516406e-07
Li7Si4Ti2Al6La2,-6.289469,5.134891e-07
Li4La2N3F6Ge4,-6.290054,5.127978e-07
Li3Zr5P7,-6.2913947,5.11217e-07
LiN3Ti6Ge2F3,-6.2921143,5.103707e-07
Li2La5Cl5Si4,-6.2921515,5.10327e-07
LiBr2Ti2Zr7Cl7,-6.292589,5.098129e-07
Li5O6Zr7Cl3Br5,-6.2926645,5.0972443e-07
Li5N3Al2Si3Ti7,-6.2929964,5.093351e-07
Li7BrCl6,-6.2930055,5.093245e-07
Li6S7Ge4,-6.2943544,5.077449e-07
Li6La6Si7Ti2Br,-6.294515,5.0755705e-07
Li5S6Cl6Al6La4,-6.295301,5.066395e-07
Li2S4Al2Cl,-6.295346,5.065872e-07
Li6Ti5Ge5Zr2La6,-6.295728,5.061413e-07
LiP3S2Br2,-6.2959347,5.0590074e-07
Li3SiBr5,-6.295975,5.0585356e-07
Li5Cl5FLa,-6.2967677,5.049313e-07
Li5La2F3P4,-6.2976394,5.039189e-07
LiTi6Br2Ge4P6,-6.298395,5.030427e-07
Li3Zr6N2S7Ti2,-6.298623,5.0277873e-07
Li4PZr3La3N7,-6.299535,5.017244e-07
Li3Cl3GeAl3S3,-6.2998834,5.0132184e-07
Li7P5La5Si7,-6.30061,5.004837e-07
LiTi5Ge4,-6.3008714,5.0018264e-07
Li3Ti5La5Cl4,-6.301392,4.9958334e-07
LiTi5N2,-6.3015995,4.9934476e-07
Li5Cl3OSi4,-6.302188,4.9866867e-07
Li7BrP4Al7,-6.303085,4.9763986e-07
Li2P4Ti5,-6.30314,4.975765e-07
Li7Cl6Br6Zr5,-6.3033576,4.973274e-07
LiF2Zr6Cl3La5,-6.303412,4.9726515e-07
Li4OS4Ge4,-6.3036027,4.970468e-07
Li4Si7STi4Zr,-6.303748,4.9688043e-07
Li5Br5Si7F,-6.3041024,4.964752e-07
Li2Zr3S5N6,-6.304141,4.964311e-07
Li7Si4Br4Al3S6,-6.3045454,4.9596906e-07
LiLa4Cl4Si4,-6.3047457,4.9574044e-07
Li6Br4Si3Zr4O4,-6.3060994,4.9419754e-07
Li2La6S7P7F,-6.3062954,4.939746e-07
Li6P2Al4N5,-6.306816,4.933827e-07
Li4Ti2N2Al5Br5,-6.307546,4.92554e-07
LiGe7FCl4La7,-6.309018,4.908874e-07
LiFAl2Zr3,-6.309546,4.902911e-07
Li7Ge4N6,-6.3096557,4.901673e-07
Li2Zr2Cl5,-6.310319,4.894193e-07
Li5S5Zr2Si2,-6.3116527,4.8791856e-07
LiP3Zr,-6.3122005,4.873034e-07
Li5O4Zr5Ti4,-6.312809,4.8662116e-07
LiTi3S6F3,-6.3129096,4.8650844e-07
Li7Ge6Ti3F,-6.3131623,4.862254e-07
Li4Cl7P6,-6.313177,4.862089e-07
Li7PTi6F7Ge3,-6.314167,4.851019e-07
Li7Si4N7P4S3,-6.314931,4.8424937e-07
Li3N2Ti6F,-6.3158674,4.832063e-07
Li6Cl4Al6Si2Br3,-6.3194075,4.792836e-07
Li5Ti5Br2O3,-6.3206463,4.779184e-07
Li4S3N6Ti4,-6.32067,4.778921e-07
LiSi3Zr5,-6.3211646,4.773483e-07
Li7Zr5Si7,-6.321194,4.7731584e-07
Li5O2La2Br4N,-6.3215795,4.768926e-07
Li3N7Br7La,-6.322496,4.7588725e-07
Li3OCl3,-6.3231435,4.751782e-07
Li6Al5Ge4Ti3P7,-6.323371,4.749294e-07
Li2LaSi5S5Cl3,-6.3233933,4.749049e-07
Li2FSiCl,-6.323836,4.7442126e-07
Li6La5Br6N5,-6.32467,4.735111e-07
Li6BrSi3S4,-6.325443,4.726691e-07
Li2Zr3Cl5,-6.32597,4.7209545e-07
Li4P5Ti4,-6.326044,4.7201513e-07
Li2Zr7Ge3,-6.326275,4.7176437e-07
Li4Ge6Zr3,-6.3277807,4.7013143e-07
