formula,log_conductivity,predicted_conductivity
LiGe2SiBr3,-6.703762,1.9780533465443495e-07
Li6P2N7Br4,-6.703866,1.9775797210964004e-07
Li3O5P6Ti7,-6.703935,1.9772655514090076e-07
Li7Ti7N6,-6.7043533,1.9753620227489112e-07
Li3Zr3Br7,-6.704715,1.973717537205356e-07
Li5Al6La4F3Si3,-6.7051105,1.971920945287886e-07
Li4S6Br7,-6.705294,1.9710879366391232e-07
Li2NSi6La4S3,-6.7057133,1.9691858209928484e-07
LiNBr5S,-6.7062716,1.9666559935669703e-07
Li3ZrGe3,-6.707591,1.960690298711875e-07
Li6S3Ti2,-6.708275,1.9576047043286246e-07
Li3Br7TiZr2,-6.7082763,1.957598844520565e-07
Li7SGe4,-6.708627,1.9560186890596548e-07
Li7Ge7Al2P6Br3,-6.7097974,1.9507544217571217e-07
Li3GeF2Si,-6.7103567,1.9482437872823726e-07
Li3N4Cl6Ti7,-6.7107773,1.9463578902634137e-07
Li3Ge7Cl7,-6.7120914,1.94047744895562e-07
Li4ClN6Zr7,-6.7121515,1.9402089338570492e-07
Li7Si3Zr2Ge4,-6.712764,1.9374745211239086e-07
Li2Si2Ge5Br7S4,-6.7130637,1.936137960721792e-07
Li2P5La,-6.713941,1.9322307976112118e-07
Li5La5Zr7,-6.7143354,1.9304768589146426e-07
Li4PGe6,-6.714421,1.930096396943101e-07
LiBr2Ti7,-6.7144647,1.929902194684794e-07
Li4Cl6Br2Ti5N,-6.7151923,1.9266716189264444e-07
Li4NTiAl,-6.715482,1.9253868440307936e-07
LiNGeCl6,-6.715493,1.9253380776108836e-07
LiCl4Al,-6.7158065,1.923948753754013e-07
Li2Si5Al4Ti7P6,-6.7158494,1.9237587137499396e-07
Li2Si6Ti7,-6.715943,1.923344146168148e-07
Li7Ge4PO4,-6.716346,1.9215602225702438e-07
Li6Ti7LaSi,-6.7167554,1.919749662896815e-07
Li6Si4P6La3,-6.7172613,1.9175146911229702e-07
Li5Ti5Si4,-6.717501,1.916456649925791e-07
Li5N5Ge4,-6.7178316,1.9149983318851525e-07
Li2Ti5Si2,-6.717985,1.9143220422202413e-07
Li4NZr6Si,-6.7182064,1.9133463842202283e-07
Li6S4GeF5Zr3,-6.719234,1.9088244974254462e-07
Li7SP7,-6.7194376,1.9079298381552133e-07
Li5Al6P7La5,-6.719803,1.906325248660551e-07
Li3Ti3Al2,-6.720905,1.9014941778878193e-07
Li5ZrCl2Si6Ge5,-6.7213097,1.8997230841038668e-07
Li7P4Si6La6P7,-6.721967,1.8968500484705921e-07
Li7PNBr3,-6.7220683,1.896407656246241e-07
LiF2Ti2Ge2Si6,-6.7220745,1.8963805832714934e-07
Li6N4Ti3,-6.7221007,1.896266182387562e-07
Li4Si2O4Zr3,-6.7226014,1.894081228609017e-07
Li3Br6La6N5,-6.723702,1.889287277358592e-07
Li2P4Cl,-6.7241416,1.8873758773175795e-07
Li7F5La3,-6.724332,1.8865486100590376e-07
Li6GeBr6Cl5,-6.72461,1.885341381524543e-07
Li4Zr5O4S4,-6.724768,1.8846556031623592e-07
Li3OAl,-6.725092,1.8832501036185647e-07
Li2Zr4SBr2F,-6.726599,1.876726558673133e-07
Li2Zr3O,-6.7266827,1.8763648988235292e-07
Li3Si2La2F3,-6.727157,1.874316809069494e-07
Li4N2Zr7,-6.727794,1.8715696762336132e-07
LiTi2Zr7O7Cl2,-6.728197,1.869833774046162e-07
Li4Al7Zr6,-6.728255,1.8695840745404885e-07
Li6Ge7La6Al5N5,-6.7287564,1.8674268550154535e-07
Li3Ge4P6TiS4,-6.7291236,1.8658485956534972e-07
LiS4Cl3Br7,-6.7291675,1.8656599987060598e-07
Li6S5Si5Ge7La,-6.729221,1.8654301853732715e-07
Li2Zr2SN,-6.729365,1.864811763014678e-07
Li3ClSi2,-6.729975,1.862194330100183e-07
Li7N7S4Ge,-6.730049,1.8618770554244187e-07
Li6NSi7La5Al2,-6.7300825,1.8617334420965938e-07
Li2Ge5AlCl,-6.730809,1.8586216855781606e-07
Li5Cl3Si2O3,-6.7317796,1.8544725104483985e-07
Li5Zr2Cl3Br7Ti3,-6.731855,1.8541505743065176e-07
Li6Si6P5,-6.731867,1.8540993429406378e-07
Li2Si2LaGe4,-6.731946,1.8537621051149313e-07
Li3P3Ge7,-6.7322187,1.852598465537957e-07
Li7Br4S,-6.7327695,1.8502503711563146e-07
Li5Ti6Br3,-6.7327867,1.850177094433891e-07
Li3NGe2,-6.73315,1.8486300145142595e-07
Li3Al2Zr,-6.734375,1.8434229924091104e-07
Li7Ge7P6,-6.7363877,1.8348995746722545e-07
Li6TiF4P3Al,-6.737684,1.829430856775092e-07
Li7Cl5Al3,-6.7377853,1.829004188369396e-07
Li4P7Si,-6.7386355,1.825427126443624e-07
Li7Si7Ti6Al3,-6.738697,1.8251686478661832e-07
Li2Si5Ti7,-6.7387934,1.8247635615961443e-07
Li4S5Br6,-6.7396693,1.8210870246159726e-07
Li4Br6S5,-6.7396693,1.8210870246159726e-07
Li6Al7La6N6O5,-6.7401133,1.8192261917080973e-07
Li7Ti4Si5,-6.740369,1.8181553993256052e-07
Li3Cl3P5,-6.7409487,1.8157301288976888e-07
Li3Br3Si7,-6.7411203,1.815012832788616e-07
LiBr4S6,-6.7412214,1.814590362671343e-07
Li7AlP7Ge6,-6.741266,1.8144040223467746e-07
Li2Br5Zr5F3P3,-6.741271,1.8143831333687494e-07
Li2La2Cl2NSi7,-6.7416434,1.8128279980874214e-07
LiGeCl5,-6.741925,1.8116529269832853e-07
Li6Ge7S,-6.742829,1.8078858265616605e-07
Li6Si7Al4S5Cl3,-6.743396,1.805527052852827e-07
Li3Al6Zr5,-6.7442164,1.8021195580275895e-07
Li4Si2LaAl,-6.7442784,1.8018623053056956e-07
LiSi5Ti7Al,-6.7448587,1.7994562824886378e-07
Li2S2O2Ti3,-6.744905,1.7992644532381524e-07
Li2P7LaF,-6.745903,1.7951345267103229e-07
Li7Ti2Al3S2,-6.7459617,1.7948919095919054e-07
LiSi5Zr2Ti2,-6.7461977,1.7939168121951015e-07
Li6AlZr2S3,-6.7462573,1.7936706425787705e-07
Li3ZrNAlTi4,-6.7465134,1.7926132410755716e-07
Li6Ti3Zr6O3Ge4,-6.746788,1.7914801481479626e-07
Li7Si5Cl3,-6.7473288,1.789250717332561e-07
Li4SiS2,-6.7492647,1.7812927487897203e-07
Li3F2Ge5,-6.7492785,1.7812361479108032e-07
Li5S5Ti7La6Al2,-6.7494073,1.7807079597610322e-07
Li3AlS2F,-6.7496133,1.7798635123410608e-07
LiN2Ti7,-6.7496214,1.779830316524382e-07
Li5La3P7,-6.7506433,1.7756472782529772e-07
Li5S2Zr5,-6.7514133,1.7725018616797718e-07
Li6F3Zr,-6.7516704,1.7714528606327142e-07
Li5Al6Cl4Si6,-6.751937,1.7703657540122555e-07
Li5N5Ge7Cl5Si,-6.7519507,1.7703099079693202e-07
Li6P4Si7,-6.7520275,1.769996876637266e-07
Li2Br7Cl5,-6.7530656,1.7657710815572995e-07
Li2Ti4NSi,-6.753497,1.7640179498386311e-07
LiO6Ti6Al3,-6.753998,1.7619841606298696e-07
Li2SSi5La6P3,-6.7544694,1.7600726725758596e-07
Li2Ge3La3O4,-6.754788,1.7587819504053992e-07
LiTi4N2,-6.7548585,1.7584964665480336e-07
LiSi2TiS,-6.75529,1.756750152866074e-07
Li7Ti7Cl4,-6.7555223,1.7558107351336022e-07
LiP2Ge7O,-6.7558303,1.7545659622634232e-07
Li2PS3Ge3,-6.7566094,1.7514211907176712e-07
Li7Si5Ti3Ge7,-6.756665,1.7511969815943366e-07
Li7F6O4Zr7Si4,-6.7579036,1.7462097146841034e-07
LiGe2P,-6.7588315,1.7424828004723672e-07
Li3PBr3,-6.7588906,1.7422456947038996e-07
Li3ClTi2,-6.7599444,1.7380233227374538e-07
Li5S7P6,-6.760609,1.7353656630553062e-07
Li6BrO6,-6.7607737,1.7347076751050097e-07
Li7Ti6Cl4,-6.7614245,1.732110123564309e-07
LiTi5P4,-6.7615466,1.731623216804386e-07
Li2Br3S3,-6.762661,1.727185566139483e-07
Li5Si7P2,-6.7633753,1.7243471358163276e-07
Li4La2Ge6F5Al6,-6.7635756,1.7235520368445228e-07
LiGe7La4N7,-6.7641163,1.7214075364211028e-07
Li7Ti4Cl3,-6.7642875,1.7207290868818702e-07
Li5S7P3La6,-6.764356,1.7204577027123474e-07
LiAl4Br2Zr7Ge7,-6.7657433,1.7149706818729717e-07
Li4Si7P,-6.7660136,1.713903635506174e-07
Li7Ge7Zr2,-6.766668,1.711323050197789e-07
Li7Al5Zr2,-6.7675295,1.7079317027061236e-07
Li4Ti4S3,-6.7677984,1.7068745382622683e-07
LiTi7Si4,-6.7680063,1.7060576402634103e-07
Li5Si6AlP2,-6.768426,1.7044097111558157e-07
Li2Cl3Br5,-6.769265,1.7011201935353233e-07
Li2Br5Cl3,-6.769265,1.7011201935353233e-07
Li2O4P3La4Si6,-6.7692947,1.7010038633853204e-07
Li4S6Si5N5Br3,-6.7696643,1.6995568646073242e-07
Li3Ge7La2,-6.7699623,1.6983910790750597e-07
Li4N2P5Al4La5,-6.7699914,1.6982772818091686e-07
Li6Zr3Cl,-6.770556,1.6960708886968824e-07
Li2Si7Ti5,-6.771302,1.6931600002021005e-07
Li5Al6Cl5Ge6,-6.7728534,1.687122432597506e-07
LiGe7N,-6.773124,1.686071548577778e-07
Li6Zr5S4,-6.773485,1.6846706122307926e-07
Li5Cl7La3O5,-6.7737575,1.6836138897361256e-07
Li5N3Si7Br6Cl7,-6.7741003,1.6822854935708868e-07
Li6BrO3Ge4,-6.7755876,1.67653413388559e-07
LiLa2Br7O4,-6.7756076,1.676456928413233e-07
Li4P5F,-6.7760034,1.6749297633028744e-07
Li4FP5,-6.7760034,1.6749297633028744e-07
LiZr2F4Cl6P6,-6.7766595,1.672401313606435e-07
Li7N2Ge7,-6.776795,1.6718796053189475e-07
Li2F6P5Ge6La3,-6.7769065,1.671450424991007e-07
Li3SiBr2,-6.777025,1.6709944213709503e-07
Li7Zr4Br3S,-6.7776923,1.6684288848206802e-07
Li6P5Al7,-6.7777586,1.6681741995860232e-07
Li3Ge7Cl4,-6.7780867,1.6669144063291983e-07
Li2Ge7N4Al7La7,-6.7783613,1.6658607663797277e-07
Li3O6Ge4Al2La,-6.77876,1.6643321402125388e-07
Li3O3Si7LaS5,-6.7789197,1.6637202397840925e-07
LiSiSLa,-6.778933,1.6636692901605202e-07
Li2Ge2S3Ge7P2,-6.779234,1.6625166368737795e-07
Li5Cl4Al2Zr2,-6.780382,1.6581277973310288e-07
Li6Si2Cl3Al3,-6.780645,1.6571239724781424e-07
LiS7P5Si2Ti5,-6.780831,1.6564144100091215e-07
Li6F2Br7,-6.7809305,1.6560349569832276e-07
Li7Zr5Si4,-6.781332,1.6545046801491606e-07
LiAlGeLa2O4,-6.781747,1.65292443559646e-07
Li5GeF3,-6.7823515,1.6506253095636146e-07
Li2OZr,-6.782902,1.648534346837458e-07
Li7S3La4Ge2,-6.7831645,1.6475382266238184e-07
Li5Si2Zr3,-6.7831926,1.6474316299978008e-07
Li4P5O6Zr4,-6.783885,1.6448072060387027e-07
Li2O3Ge4Cl6Br4,-6.7841825,1.6436808675697503e-07
Li2FClGe3,-6.784254,1.6434102827171821e-07
Li4BrGe7,-6.784255,1.6434064986295195e-07
Li6Br6Ti4Cl5,-6.7842813,1.6433069802519323e-07
Li5S4Cl5Cl6,-6.784908,1.6409373489881956e-07
Li3S4Ti7N2F5,-6.785202,1.6398268759273092e-07
LiAl6N6La6Cl6,-6.7857304,1.6378329348314353e-07
Li2Zr2Cl3Al6Si6,-6.7862186,1.6359928451640717e-07
Li5Ti6La2Si3,-6.787,1.6330519478943347e-07
LiS5Si4Zr2Cl7,-6.7872615,1.6320689408309451e-07
Li7Ge4Zr,-6.787618,1.630729771529801e-07
Li2N3Br5Cl4Ge,-6.7883573,1.6279561397973498e-07
Li2Ge7N6Ti3,-6.7886477,1.6268679370730573e-07
Li4Ge4O6Zr7,-6.789031,1.6254327279972527e-07
Li5Ge3Ti7,-6.789403,1.624041040768374e-07
Li6La4Si3Ti3,-6.789712,1.622885948498999e-07
LiN3Zr3,-6.789848,1.6223778187769612e-07
LiSi4Zr6Al2Ge3,-6.7922945,1.6132642131162492e-07
LiBr5S2,-6.792733,1.6116361488102367e-07
Li4Si5S7Ge5O2,-6.7928424,1.6112302242659007e-07
Li7Ti2S7,-6.793618,1.6083553202679125e-07
Li3Zr2Cl4La3,-6.793673,1.6081516475408073e-07
Li4BrCl5Al7,-6.793813,1.6076333242476136e-07
Li4O4S4Ge5Cl4,-6.7952533,1.60231057878489e-07
Li6Al5Cl,-6.7955565,1.6011923259843722e-07
LiTi3S4Si4,-6.7957063,1.6006401263633865e-07
Li4Si4Zr7,-6.7958198,1.6002218642750927e-07
Li7Zr3Br4,-6.796913,1.5961988735957537e-07
Li5Ge2P7S3Al4,-6.7975183,1.5939757134527934e-07
Li3SAl,-6.7979245,1.592485548916575e-07
Li3AlS,-6.7979245,1.592485548916575e-07
Li6Al4Cl3,-6.7987585,1.5894303442686097e-07
Li5Zr4FSi,-6.799577,1.5864376201289434e-07
Li6S7La6N7,-6.7997274,1.5858883179432162e-07
Li3P2S4,-6.7999563,1.5850526771427725e-07
LiBrSi5La2P6,-6.8002224,1.5840817844777784e-07
Li5S6Ge6,-6.800533,1.5829492812477415e-07
Li2GeS,-6.801213,1.5804727053285978e-07
Li3Zr2Cl2NO3,-6.8012223,1.580438861383078e-07
Li2Al3Ge3N3Br,-6.802955,1.574145963242538e-07
Li7Ge5Ti,-6.8030686,1.573734261958681e-07
Li6Ge5Ti2,-6.8037934,1.5711100257483985e-07
Li7La3F7,-6.804001,1.57035918844373e-07
Li5Br6OP6Si6,-6.804089,1.5700410227414774e-07
Li3Al2Br5,-6.8044777,1.5686364414035752e-07
Li2F4Al7Zr7,-6.8046393,1.5680528638922208e-07
LiSi7P6La3Br4,-6.806004,1.5631332455854156e-07
Li2Cl4Cl,-6.8084455,1.5543703378463182e-07
LiS6ZrLa7F,-6.8085947,1.553836432322679e-07
Li3Ti3Ge2,-6.8089294,1.5526393903963746e-07
Li3Ge2Ti3,-6.8089294,1.5526393903963746e-07
Li5GeCl3Zr4F5,-6.809153,1.551840207294085e-07
Li3Cl5Al4,-6.8092127,1.551626899281101e-07
Li4S3Si6La6O,-6.810025,1.5487274644271145e-07
LiAl3Br,-6.8103313,1.5476355602069953e-07
Li2SZr4,-6.8109994,1.545256574387791e-07
Li6S6Cl4O5P4,-6.811038,1.54511923841961e-07
LiPBr4Ge4N2,-6.8116617,1.5429018507914292e-07
Li5Ti5S3,-6.813163,1.537577446319314e-07
Li5S3Ti5,-6.813163,1.537577446319314e-07
Li5Br5Cl4Ti5,-6.8132696,1.5372000856839358e-07
Li5S6Al6F6Zr7,-6.8138633,1.535100100061022e-07
Li7Ge7Ti,-6.814271,1.5336596796522465e-07
Li7N2Ti7Ge3,-6.816224,1.5267783748039707e-07
Li3Cl7Al4,-6.817487,1.522344701465209e-07
LiAlBr2,-6.8175087,1.5222686377432397e-07
Li4P2N6Ge5,-6.8180785,1.5202727111494753e-07
Li7AlGe7BrP7,-6.8194385,1.5155193996652192e-07
Li7Br7La4Zr3F7,-6.8195477,1.5151383818975606e-07
Li6Si4Zr6F7,-6.819751,1.5144292880433716e-07
Li6Si2Ge7Ti,-6.820103,1.5132023253326156e-07
Li4ClSPBr3,-6.820434,1.5120494689906925e-07
Li4N7TiSiCl,-6.820692,1.5111514771284164e-07
LiCl5Al3Ti4S3,-6.8207736,1.5108675721238996e-07
Li2LaN2Ge4Si,-6.8209476,1.510262364570202e-07
Li5Zr4La7Ti2Br3,-6.8210025,1.5100714614690389e-07
Li6P2Br7Cl7,-6.8211474,1.5095677183507968e-07
Li5Br6Ti3,-6.821224,1.5093014872677573e-07
Li4P4SiGe7,-6.821416,1.508634378081646e-07
Li2Ge5P7S2Ti3,-6.8223605,1.505356977801146e-07
Li7F6S3Si2La4,-6.822696,1.5041945125651423e-07
Li5Zr6F3Br7,-6.8228054,1.5038156494622258e-07
Li3Si4Br5Ge5N,-6.823206,1.5024291460298013e-07
Li4Al7Zr2Ti7,-6.8241467,1.4991783436603956e-07
Li2O3Ge3Ti7F2,-6.824242,1.4988494055144427e-07
Li3Al3Ge6Si7P4,-6.824755,1.4970799706547882e-07
Li6Ge6Ti,-6.82745,1.4878186556724338e-07
Li7SiLa3Zr2,-6.8287935,1.4832231661248392e-07
Li6Br3N5Ge2,-6.8289547,1.4826727303802585e-07
LiS2F3Zr7,-6.8291225,1.4820999751709076e-07
Li3Si3Zr,-6.829626,1.4803826958593516e-07
Li2FSi7Ti3N4,-6.8297844,1.4798428551042723e-07
Li2P6BrAl2,-6.83026,1.478223152217056e-07
Li7Zr7S3Al,-6.8303447,1.4779348840081456e-07
Li2Cl5ZrO5,-6.8312073,1.4750023084275949e-07
Li3AlSi5La7Cl4,-6.831245,1.4748742727839523e-07
LiClBr2,-6.8313656,1.474464769208614e-07
Li5La2O4Br3,-6.831372,1.4744430408528888e-07
Li4Ge6ClN4,-6.831395,1.474364957217516e-07
Li5S3La2,-6.831706,1.4733095365679438e-07
Li5Al6Cl2,-6.831927,1.4725600023449899e-07
Li5Br2Br6Cl,-6.8319592,1.472450826022724e-07
LiAl4Ti4,-6.8321376,1.4718460951485835e-07
Li6OZr2,-6.8326664,1.4700550556567533e-07
Li7Zr4SiBr5N2,-6.8330126,1.468883660932435e-07
Li6F6N2La3Ti5,-6.8335385,1.4671060228891405e-07
Li6Al5P4,-6.8337827,1.4662813138511404e-07
Li3Ge4S2Zr7F7,-6.8339043,1.4658708208422416e-07
Li6Cl7Al6,-6.8342915,1.4645644900868316e-07
Li7Br5SGe,-6.8345776,1.463599997254847e-07
Li6AlZr6N2,-6.835267,1.461278518500956e-07
LiNZr4,-6.8355927,1.4601830406341357e-07
Li4Ge4N,-6.835841,1.459348446046128e-07
Li2Ge4Al3La,-6.8360076,1.4587887317645525e-07
Li5S2AlGe3,-6.8361025,1.458469998895528e-07
Li3Ge4N5P5,-6.8371816,1.4548506083887431e-07
Li7Br2Ti6,-6.837714,1.4530682051497507e-07
Li7SiLa2,-6.8382525,1.4512676013007904e-07
Li7Ge7Ti2,-6.838255,1.451259247156974e-07
Li5Ti3N6La7P3,-6.8383565,1.450920109526132e-07
Li4Zr4La2N,-6.838427,1.4506845975176642e-07
Li6Ge4Ti,-6.8387837,1.4494935928590082e-07
Li6Ge3Si6N,-6.8390665,1.4485500318166143e-07
Li2Ge3Cl2P6,-6.839222,1.4480314684486142e-07
Li7TiGe2,-6.8393116,1.4477327535395134e-07
Li5ZrCl5La6,-6.8395014,1.44710018818756e-07
Li3P5Cl5La5,-6.8395743,1.4468573005741703e-07
Li5Si4La3Al,-6.8397255,1.4463536636278146e-07
Li2Zr3Cl7Ti7Br,-6.8397527,1.4462630808795838e-07
Li7NF3Br6,-6.8401356,1.4449885307568975e-07
Li7Cl6Br7N2,-6.8407054,1.4430939301819964e-07
Li3Ge3P5,-6.840899,1.4424507704504428e-07
Li7Cl5AlTi3,-6.8412538,1.4412728311493766e-07
LiBr7Si4,-6.8417697,1.4395617543917345e-07
Li4ZrGe6,-6.8418555,1.4392773800705932e-07
Li7Si2Ti,-6.842777,1.4362267126804494e-07
Li2Ti7Si,-6.8430057,1.435470593058842e-07
Li2Zr5Al4P7,-6.843039,1.4353605310152648e-07
Li7Ge6Al2P7,-6.843223,1.434752532505275e-07
Li3Br3Ti7,-6.843232,1.43472280005521e-07
Li3Br5Ti5,-6.8434286,1.4340734649156185e-07
Li6S2F7P5La4,-6.843766,1.4329597770753394e-07
Li2Si2Br5N4,-6.8443985,1.4308743548057452e-07
Li6Zr7La2,-6.8448076,1.429527123598525e-07
LiBr6S3,-6.845,1.4288939585111036e-07
Li5Ti3GeN6,-6.845538,1.4271249537892528e-07
Li5Si6P3,-6.8462033,1.4249404006941432e-07
Li2La2Al2S2P3,-6.846708,1.4232854183388698e-07
Li4Br3La3Al3,-6.847159,1.421808152176784e-07
Li4Ge6P3,-6.847261,1.421474260293717e-07
LiTi5Zr6Al4,-6.8473063,1.4213259981617336e-07
LiN2Si6La3S3,-6.847447,1.4208656004695065e-07
Li3Ti4Zr6,-6.847823,1.4196359871831892e-07
Li5Br7S3,-6.847945,1.4192372456074206e-07
Li6O6Ti7N3,-6.847991,1.4190869295000626e-07
Li4Al3Si6N7Cl3,-6.84804,1.418926827680044e-07
Li7Al4Zr,-6.8481483,1.4185730340604622e-07
LiZr7Ge6O5,-6.8486295,1.4170021199901798e-07
Li6ClN2O7La2,-6.8486805,1.4168357285943253e-07
Li4Al5Zr5La7,-6.8492527,1.414970221205222e-07
Li7BrZr3,-6.8498144,1.413141335384555e-07
Li5Zr5S4Al,-6.850367,1.4113443857755106e-07
Li6Br6S2Si5N6,-6.8507624,1.4100600231221695e-07
Li2SiAl4Ti5,-6.8509517,1.4094455409941675e-07
LiBr3Br2Cl3,-6.8510995,1.4089659571717092e-07
Li4Cl2P7,-6.851735,1.4069057351153557e-07
Li4N2Si4La5Si3,-6.851755,1.406840946203728e-07
Li4Si2Zr4F3P2,-6.8524165,1.4046997334120684e-07
LiAlCl2Ge6,-6.8532887,1.401881485174883e-07
Li2SBr2Cl,-6.85419,1.3989751494005533e-07
LiGe7BrSi4,-6.854197,1.3989526007670028e-07
Li6Al2Si6TiS7,-6.854475,1.3980573916591926e-07
Li7S6P7Al5,-6.854658,1.397468412020007e-07
Li7F3Al4Ti6N3,-6.8553996,1.39508413527675e-07
Li7Ti2Cl5,-6.8557353,1.394006182859446e-07
Li5Al7Br5Cl3,-6.855827,1.3937118736343905e-07
Li3Cl3Al2N2,-6.8565373,1.3914342843977078e-07
LiN3F2Al3La2,-6.857269,1.389091967534315e-07
Li5La7Cl2Zr6F2,-6.857305,1.3889768262181265e-07
Li3Si6Br,-6.857402,1.3886666318390368e-07
Li7Al4Zr5,-6.857447,1.3885227507545306e-07
Li6SGe4F2,-6.857637,1.3879154171761906e-07
Li5N3S3,-6.8577065,1.3876933273093298e-07
Li4Br2P5Ge5,-6.8577924,1.3874188797308532e-07
Li3S5Zr6F4Br4,-6.858159,1.3862482151944724e-07
Li4Cl4Ti4Br5,-6.858184,1.386168418629337e-07
Li2Zr6Ti,-6.8588934,1.383906024729493e-07
Li3Al4Ge2N7,-6.8590083,1.3835399372561e-07
Li7Ge5Si7F4,-6.859084,1.383298799387026e-07
Li7SiGe2,-6.859123,1.3831745835998583e-07
Li5P6N7,-6.8600526,1.3802170881396456e-07
Li6Si2AlBr5N7,-6.860381,1.3791738053396108e-07
Li3Br5Si7Ge4,-6.8605337,1.378688966528074e-07
Li4Cl2S2Ge5Al7,-6.8609304,1.377430198063207e-07
Li7LaTi7,-6.8618793,1.3744239046056345e-07
Li7P6P5,-6.8619986,1.3740464044076518e-07
Li3La7Zr7,-6.862035,1.3739312447745693e-07
Li3La2O4Cl3N4,-6.862192,1.3734346503452e-07
Li6Si2Ti3,-6.8626347,1.372035346977075e-07
Li6ZrSi6,-6.8636227,1.3689175773137518e-07
Li6P5Al6,-6.8646708,1.3656178977647235e-07
Li6La5F6Zr5S6,-6.8648276,1.3651249367789785e-07
LiTi4ZrCl6,-6.865064,1.36438205900277e-07
Li4Al3Cl7La4,-6.8650675,1.3643710634268114e-07
Li6FBr3Cl3,-6.8658957,1.361771685775544e-07
LiSiP,-6.866074,1.3612127239032929e-07
Li7N4Si6,-6.866115,1.3610842233358168e-07
Li6O4Ti4P4Zr3,-6.8665414,1.359748536326349e-07
Li7P6Al7,-6.866575,1.3596433409222654e-07
Li7Al7P6,-6.866575,1.3596433409222654e-07
Li7Zr5Al5F4,-6.867072,1.358088275727623e-07
Li5Br5Cl6,-6.867174,1.3577693475719058e-07
Li7P6N6,-6.8682785,1.3543206486922927e-07
LiO5Ge3Cl3S5,-6.868855,1.3525240615707124e-07
Li5La4S6Si7,-6.869588,1.35024320374528e-07
Li5Al5Ge7Cl6,-6.870205,1.3483262819767354e-07
Li6Si3LaS2,-6.8707037,1.3467788886101503e-07
LiPSN,-6.8708,1.3464802883878475e-07
Li7TiS3Zr6,-6.871187,1.345280973656845e-07
Li6P5Al5La7,-6.871329,1.3448411829632543e-07
Li2GeTiBr4Si7,-6.8716407,1.3438763155251153e-07
Li2Br4Cl3Si5,-6.871725,1.3436154837998573e-07
Li6La2Cl4O7,-6.8719153,1.343026864726797e-07
Li5TiGe3,-6.871939,1.342953576049318e-07
Li7O5S5,-6.8720737,1.3425371125574626e-07
Li4TiGe3,-6.872305,1.3418222838645032e-07
Li5Ge4Si7S2Ti,-6.872733,1.3405005607797878e-07
Li3Br2Br4Cl6,-6.8727508,1.3404456201300646e-07
Li3Cl6Ti7S,-6.873958,1.3367247830432247e-07
Li5TiO4P7,-6.874762,1.334252422525836e-07
Li5Cl4Br2Ge4F,-6.875029,1.33343238928572e-07
LiAl3Ge3SLa5,-6.875661,1.3314933446549378e-07
Li7Al3Zr,-6.8759046,1.3307467065021607e-07
LiLa7P,-6.875911,1.3307270960384705e-07
Li7O4Ge7,-6.8762727,1.329619267981309e-07
Li5S5Cl5Ge5Al7,-6.876558,1.3287460913219952e-07
Li3Ti4Al2,-6.8765745,1.3286956096904195e-07
LiSi2Ge7Zr3,-6.877483,1.325919018447983e-07
Li6Ti7O5La6Zr,-6.8777523,1.3250970892678053e-07
Li6Zr7La,-6.8780446,1.32420553853306e-07
Li4F2N3Al6La,-6.8783913,1.3231488388141746e-07
Li6Cl3Ti5,-6.8784475,1.3229776274433263e-07
Li6Ti2S5,-6.880349,1.3171978100801051e-07
Li5Br4Zr,-6.8805923,1.3164600975614437e-07
Li3Si3O2Ge7P,-6.881556,1.313542109660704e-07
Li7Al7SiTi3,-6.881703,1.3130975771529648e-07
Li4FAl5SBr2,-6.881993,1.312221049353141e-07
Li7Zr6NLa4,-6.88329,1.308308009003599e-07
Li3P4Si5La4P3,-6.883788,1.3068086485384972e-07
Li7Ge5Ti2,-6.883928,1.3063874510952587e-07
Li7F2Al4Cl5Zr5,-6.8840475,1.306028036387274e-07
Li3N6La,-6.8843493,1.305120766424366e-07
Li6Br5O3La3,-6.8851347,1.3027626532489373e-07
Li5Ge7Si4Br3Al2,-6.8864446,1.2988392373698e-07
Li7Cl3O4Si,-6.888036,1.2940885660383727e-07
Li3Al5Ti6,-6.888205,1.2935850864180105e-07
Li7Al4OBr6N7,-6.8882527,1.293443015489783e-07
Li2Br7Cl7,-6.888267,1.2934004270356736e-07
Li3La2Zr3,-6.8888445,1.29168168001142e-07
Li4S4P5N4,-6.8890204,1.2911586229360857e-07
Li2Cl7La6O3Al2,-6.8894506,1.2898802704731606e-07
Li5Ti4Ge7La7O5,-6.8912168,1.2846452043877287e-07
Li4S7Si3F,-6.891311,1.2843665905436451e-07
LiSi2Ti3Ge4P5,-6.891512,1.2837722980429338e-07
Li6O5Ge3,-6.8920555,1.2821667196482997e-07
Li4Br5O2,-6.89222,1.2816811585964054e-07
Li7Si2LaAl6O5,-6.892326,1.2813683716969828e-07
Li5La6Al5Ti7,-6.892875,1.279749592695864e-07
Li7O3S5,-6.893949,1.2765887121705225e-07
Li7Si3S2,-6.894106,1.2761273012771702e-07
Li5N2Ti5,-6.8941436,1.2760168225317645e-07
LiZr7Br6F4N4,-6.8941593,1.2759706946097144e-07
Li3Ti4Br5,-6.89477,1.2741776999565106e-07
Li3ClAl2,-6.8954487,1.2721880153861434e-07
Li3Zr2Ge7,-6.8957987,1.2711631660012223e-07
Li6N3P2,-6.8963904,1.269432462223805e-07
Li4P5La7Al6Si6,-6.896961,1.2677657071445768e-07
